 time       v(/in)     v(/out)    i(XU1:+IN) i(XU1:-IN) i(XU1:OUT)
 6.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 6.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 6.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 6.100e-03  5.876e-02  1.175e-01  1.618e-17 -1.618e-17 -5.875e-06 
 6.110e-03  6.372e-02  1.274e-01  1.541e-17 -1.541e-17 -6.372e-06 
 6.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 6.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 6.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 6.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 6.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 6.170e-03  8.760e-02  1.752e-01  9.632e-18 -9.632e-18 -8.760e-06 
 6.180e-03  9.045e-02  1.809e-01  8.520e-18 -8.520e-18 -9.045e-06 
 6.190e-03  9.294e-02  1.859e-01  7.359e-18 -7.359e-18 -9.294e-06 
 6.200e-03  9.507e-02  1.901e-01  6.185e-18 -6.185e-18 -9.507e-06 
 6.210e-03  9.682e-02  1.936e-01  4.971e-18 -4.971e-18 -9.682e-06 
 6.220e-03  9.819e-02  1.964e-01  3.752e-18 -3.752e-18 -9.819e-06 
 6.230e-03  9.917e-02  1.983e-01  2.504e-18 -2.504e-18 -9.917e-06 
 6.240e-03  9.976e-02  1.995e-01  1.261e-18 -1.261e-18 -9.976e-06 
 6.250e-03  9.996e-02  1.999e-01 -2.457e-21  2.457e-21 -9.996e-06 
 6.260e-03  9.976e-02  1.995e-01 -1.251e-18  1.251e-18 -9.976e-06 
 6.270e-03  9.917e-02  1.983e-01 -2.509e-18  2.509e-18 -9.917e-06 
 6.280e-03  9.819e-02  1.964e-01 -3.742e-18  3.742e-18 -9.819e-06 
 6.290e-03  9.682e-02  1.936e-01 -4.976e-18  4.976e-18 -9.682e-06 
 6.300e-03  9.507e-02  1.901e-01 -6.175e-18  6.175e-18 -9.507e-06 
 6.310e-03  9.294e-02  1.859e-01 -7.365e-18  7.365e-18 -9.294e-06 
 6.320e-03  9.045e-02  1.809e-01 -8.510e-18  8.510e-18 -9.045e-06 
 6.330e-03  8.760e-02  1.752e-01 -9.637e-18  9.637e-18 -8.760e-06 
 6.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 6.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 6.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 6.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 6.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 6.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 6.400e-03  5.875e-02  1.175e-01 -1.617e-17  1.617e-17 -5.876e-06 
 6.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 6.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 6.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 6.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 6.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 6.460e-03  2.486e-02  4.972e-02 -1.937e-17  1.937e-17 -2.486e-06 
 6.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 6.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 6.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 6.500e-03 -3.667e-07  3.266e-06 -1.999e-17  1.999e-17 -1.633e-10 
 6.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 6.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 6.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 6.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 6.550e-03 -3.089e-02 -6.178e-02 -1.902e-17  1.902e-17  3.089e-06 
 6.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 6.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 6.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 6.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 6.600e-03 -5.876e-02 -1.175e-01 -1.618e-17  1.618e-17  5.875e-06 
 6.610e-03 -6.372e-02 -1.274e-01 -1.541e-17  1.541e-17  6.372e-06 
 6.620e-03 -6.843e-02 -1.369e-01 -1.458e-17  1.458e-17  6.843e-06 
 6.630e-03 -7.287e-02 -1.457e-01 -1.369e-17  1.369e-17  7.287e-06 
 6.640e-03 -7.702e-02 -1.540e-01 -1.275e-17  1.275e-17  7.702e-06 
 6.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 6.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 6.670e-03 -8.760e-02 -1.752e-01 -9.639e-18  9.639e-18  8.760e-06 
 6.680e-03 -9.045e-02 -1.809e-01 -8.513e-18  8.513e-18  9.045e-06 
 6.690e-03 -9.294e-02 -1.859e-01 -7.367e-18  7.367e-18  9.294e-06 
 6.700e-03 -9.507e-02 -1.901e-01 -6.178e-18  6.178e-18  9.507e-06 
 6.710e-03 -9.682e-02 -1.936e-01 -4.978e-18  4.978e-18  9.682e-06 
 6.720e-03 -9.819e-02 -1.964e-01 -3.745e-18  3.745e-18  9.819e-06 
 6.730e-03 -9.917e-02 -1.983e-01 -2.511e-18  2.511e-18  9.917e-06 
 6.740e-03 -9.976e-02 -1.995e-01 -1.253e-18  1.253e-18  9.976e-06 
 6.750e-03 -9.996e-02 -1.999e-01 -4.876e-21  4.876e-21  9.996e-06 
 6.760e-03 -9.976e-02 -1.995e-01  1.258e-18 -1.258e-18  9.976e-06 
 6.770e-03 -9.917e-02 -1.983e-01  2.502e-18 -2.502e-18  9.917e-06 
 6.780e-03 -9.819e-02 -1.964e-01  3.750e-18 -3.750e-18  9.819e-06 
 6.790e-03 -9.682e-02 -1.936e-01  4.969e-18 -4.969e-18  9.682e-06 
 6.800e-03 -9.507e-02 -1.901e-01  6.182e-18 -6.182e-18  9.507e-06 
 6.810e-03 -9.294e-02 -1.859e-01  7.357e-18 -7.357e-18  9.294e-06 
 6.820e-03 -9.045e-02 -1.809e-01  8.517e-18 -8.517e-18  9.045e-06 
 6.830e-03 -8.760e-02 -1.752e-01  9.630e-18 -9.630e-18  8.760e-06 
 6.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 6.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 6.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 6.870e-03 -7.287e-02 -1.457e-01  1.369e-17 -1.369e-17  7.287e-06 
 6.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 6.890e-03 -6.372e-02 -1.274e-01  1.540e-17 -1.540e-17  6.372e-06 
 6.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 6.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 6.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 6.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 6.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 6.950e-03 -3.089e-02 -6.178e-02  1.902e-17 -1.902e-17  3.089e-06 
 6.960e-03 -2.486e-02 -4.972e-02  1.937e-17 -1.937e-17  2.486e-06 
 6.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 6.980e-03 -1.253e-02 -2.506e-02  1.984e-17 -1.984e-17  1.253e-06 
 6.990e-03 -6.276e-03 -1.256e-02  1.996e-17 -1.996e-17  6.278e-07 
 7.000e-03  3.667e-07 -3.267e-06  2.000e-17 -2.000e-17  1.634e-10 
 7.010e-03  6.277e-03  1.255e-02  1.996e-17 -1.996e-17 -6.275e-07 
 7.020e-03  1.253e-02  2.505e-02  1.984e-17 -1.984e-17 -1.253e-06 
 7.030e-03  1.873e-02  3.746e-02  1.964e-17 -1.964e-17 -1.873e-06 
 7.040e-03  2.486e-02  4.972e-02  1.937e-17 -1.937e-17 -2.486e-06 
 7.050e-03  3.089e-02  6.178e-02  1.902e-17 -1.902e-17 -3.089e-06 
 7.060e-03  3.680e-02  7.359e-02  1.860e-17 -1.860e-17 -3.680e-06 
 7.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 7.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 7.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 7.100e-03  5.876e-02  1.175e-01  1.618e-17 -1.618e-17 -5.875e-06 
 7.110e-03  6.372e-02  1.274e-01  1.541e-17 -1.541e-17 -6.372e-06 
 7.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 7.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 7.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 7.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 7.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 7.170e-03  8.760e-02  1.752e-01  9.632e-18 -9.632e-18 -8.760e-06 
 7.180e-03  9.045e-02  1.809e-01  8.520e-18 -8.520e-18 -9.045e-06 
 7.190e-03  9.294e-02  1.859e-01  7.360e-18 -7.360e-18 -9.294e-06 
 7.200e-03  9.507e-02  1.901e-01  6.185e-18 -6.185e-18 -9.507e-06 
 7.210e-03  9.682e-02  1.936e-01  4.971e-18 -4.971e-18 -9.682e-06 
 7.220e-03  9.819e-02  1.964e-01  3.752e-18 -3.752e-18 -9.819e-06 
 7.230e-03  9.917e-02  1.983e-01  2.504e-18 -2.504e-18 -9.917e-06 
 7.240e-03  9.976e-02  1.995e-01  1.260e-18 -1.260e-18 -9.976e-06 
 7.250e-03  9.996e-02  1.999e-01 -2.005e-21  2.005e-21 -9.996e-06 
 7.260e-03  9.976e-02  1.995e-01 -1.251e-18  1.251e-18 -9.976e-06 
 7.270e-03  9.917e-02  1.983e-01 -2.508e-18  2.508e-18 -9.917e-06 
 7.280e-03  9.819e-02  1.964e-01 -3.743e-18  3.743e-18 -9.819e-06 
 7.290e-03  9.682e-02  1.936e-01 -4.975e-18  4.975e-18 -9.682e-06 
 7.300e-03  9.507e-02  1.901e-01 -6.175e-18  6.175e-18 -9.507e-06 
 7.310e-03  9.294e-02  1.859e-01 -7.364e-18  7.364e-18 -9.294e-06 
 7.320e-03  9.045e-02  1.809e-01 -8.510e-18  8.510e-18 -9.045e-06 
 7.330e-03  8.760e-02  1.752e-01 -9.637e-18  9.637e-18 -8.760e-06 
 7.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 7.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 7.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 7.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 7.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 7.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 7.400e-03  5.875e-02  1.175e-01 -1.618e-17  1.618e-17 -5.876e-06 
 7.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 7.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 7.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 7.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 7.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 7.460e-03  2.486e-02  4.972e-02 -1.937e-17  1.937e-17 -2.486e-06 
 7.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 7.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 7.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 7.500e-03 -3.667e-07  3.266e-06 -2.000e-17  2.000e-17 -1.633e-10 
 7.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 7.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 7.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 7.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 7.550e-03 -3.089e-02 -6.178e-02 -1.902e-17  1.902e-17  3.089e-06 
 7.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 7.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 7.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 7.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 7.600e-03 -5.876e-02 -1.175e-01 -1.618e-17  1.618e-17  5.875e-06 
 7.610e-03 -6.372e-02 -1.274e-01 -1.541e-17  1.541e-17  6.372e-06 
 7.620e-03 -6.843e-02 -1.369e-01 -1.458e-17  1.458e-17  6.843e-06 
 7.630e-03 -7.287e-02 -1.457e-01 -1.369e-17  1.369e-17  7.287e-06 
 7.640e-03 -7.702e-02 -1.540e-01 -1.275e-17  1.275e-17  7.702e-06 
 7.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 7.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 7.670e-03 -8.760e-02 -1.752e-01 -9.639e-18  9.639e-18  8.760e-06 
 7.680e-03 -9.045e-02 -1.809e-01 -8.513e-18  8.513e-18  9.045e-06 
 7.690e-03 -9.294e-02 -1.859e-01 -7.366e-18  7.366e-18  9.294e-06 
 7.700e-03 -9.507e-02 -1.901e-01 -6.178e-18  6.178e-18  9.507e-06 
 7.710e-03 -9.682e-02 -1.936e-01 -4.978e-18  4.978e-18  9.682e-06 
 7.720e-03 -9.819e-02 -1.964e-01 -3.746e-18  3.746e-18  9.819e-06 
 7.730e-03 -9.917e-02 -1.983e-01 -2.511e-18  2.511e-18  9.917e-06 
 7.740e-03 -9.976e-02 -1.995e-01 -1.254e-18  1.254e-18  9.976e-06 
 7.750e-03 -9.996e-02 -1.999e-01 -4.452e-21  4.452e-21  9.996e-06 
 7.760e-03 -9.976e-02 -1.995e-01  1.258e-18 -1.258e-18  9.976e-06 
 7.770e-03 -9.917e-02 -1.983e-01  2.502e-18 -2.502e-18  9.917e-06 
 7.780e-03 -9.819e-02 -1.964e-01  3.749e-18 -3.749e-18  9.819e-06 
 7.790e-03 -9.682e-02 -1.936e-01  4.969e-18 -4.969e-18  9.682e-06 
 7.800e-03 -9.507e-02 -1.901e-01  6.182e-18 -6.182e-18  9.507e-06 
 7.810e-03 -9.294e-02 -1.859e-01  7.358e-18 -7.358e-18  9.294e-06 
 7.820e-03 -9.045e-02 -1.809e-01  8.517e-18 -8.517e-18  9.045e-06 
 7.830e-03 -8.760e-02 -1.752e-01  9.630e-18 -9.630e-18  8.760e-06 
 7.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 7.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 7.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 7.870e-03 -7.287e-02 -1.457e-01  1.369e-17 -1.369e-17  7.287e-06 
 7.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 7.890e-03 -6.372e-02 -1.274e-01  1.541e-17 -1.541e-17  6.372e-06 
 7.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 7.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 7.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 7.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 7.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 7.950e-03 -3.089e-02 -6.178e-02  1.902e-17 -1.902e-17  3.089e-06 
 7.960e-03 -2.486e-02 -4.972e-02  1.937e-17 -1.937e-17  2.486e-06 
 7.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 7.980e-03 -1.253e-02 -2.506e-02  1.984e-17 -1.984e-17  1.253e-06 
 7.990e-03 -6.276e-03 -1.256e-02  1.996e-17 -1.996e-17  6.278e-07 
 8.000e-03  3.667e-07 -3.267e-06  2.000e-17 -2.000e-17  1.633e-10 
 8.010e-03  6.277e-03  1.255e-02  1.996e-17 -1.996e-17 -6.275e-07 
 8.020e-03  1.253e-02  2.505e-02  1.984e-17 -1.984e-17 -1.253e-06 
 8.030e-03  1.873e-02  3.746e-02  1.964e-17 -1.964e-17 -1.873e-06 
 8.040e-03  2.486e-02  4.972e-02  1.937e-17 -1.937e-17 -2.486e-06 
 8.050e-03  3.089e-02  6.178e-02  1.902e-17 -1.902e-17 -3.089e-06 
 8.060e-03  3.680e-02  7.359e-02  1.860e-17 -1.860e-17 -3.680e-06 
 8.070e-03  4.256e-02  8.512e-02  1.809e-17 -1.809e-17 -4.256e-06 
 8.080e-03  4.816e-02  9.631e-02  1.753e-17 -1.753e-17 -4.815e-06 
 8.090e-03  5.356e-02  1.071e-01  1.688e-17 -1.688e-17 -5.356e-06 
 8.100e-03  5.876e-02  1.175e-01  1.618e-17 -1.618e-17 -5.875e-06 
 8.110e-03  6.372e-02  1.274e-01  1.541e-17 -1.541e-17 -6.372e-06 
 8.120e-03  6.843e-02  1.369e-01  1.458e-17 -1.458e-17 -6.843e-06 
 8.130e-03  7.287e-02  1.457e-01  1.369e-17 -1.369e-17 -7.287e-06 
 8.140e-03  7.702e-02  1.540e-01  1.275e-17 -1.275e-17 -7.702e-06 
 8.150e-03  8.087e-02  1.617e-01  1.175e-17 -1.175e-17 -8.087e-06 
 8.160e-03  8.440e-02  1.688e-01  1.072e-17 -1.072e-17 -8.440e-06 
 8.170e-03  8.760e-02  1.752e-01  9.633e-18 -9.633e-18 -8.760e-06 
 8.180e-03  9.045e-02  1.809e-01  8.519e-18 -8.519e-18 -9.045e-06 
 8.190e-03  9.294e-02  1.859e-01  7.360e-18 -7.360e-18 -9.294e-06 
 8.200e-03  9.507e-02  1.901e-01  6.184e-18 -6.184e-18 -9.507e-06 
 8.210e-03  9.682e-02  1.936e-01  4.972e-18 -4.972e-18 -9.682e-06 
 8.220e-03  9.819e-02  1.964e-01  3.752e-18 -3.752e-18 -9.819e-06 
 8.230e-03  9.917e-02  1.983e-01  2.505e-18 -2.505e-18 -9.917e-06 
 8.240e-03  9.976e-02  1.995e-01  1.260e-18 -1.260e-18 -9.976e-06 
 8.250e-03  9.996e-02  1.999e-01 -1.606e-21  1.606e-21 -9.996e-06 
 8.260e-03  9.976e-02  1.995e-01 -1.251e-18  1.251e-18 -9.976e-06 
 8.270e-03  9.917e-02  1.983e-01 -2.508e-18  2.508e-18 -9.917e-06 
 8.280e-03  9.819e-02  1.964e-01 -3.743e-18  3.743e-18 -9.819e-06 
 8.290e-03  9.682e-02  1.936e-01 -4.975e-18  4.975e-18 -9.682e-06 
 8.300e-03  9.507e-02  1.901e-01 -6.176e-18  6.176e-18 -9.507e-06 
 8.310e-03  9.294e-02  1.859e-01 -7.364e-18  7.364e-18 -9.294e-06 
 8.320e-03  9.045e-02  1.809e-01 -8.511e-18  8.511e-18 -9.045e-06 
 8.330e-03  8.760e-02  1.752e-01 -9.636e-18  9.636e-18 -8.760e-06 
 8.340e-03  8.440e-02  1.688e-01 -1.071e-17  1.071e-17 -8.440e-06 
 8.350e-03  8.087e-02  1.617e-01 -1.176e-17  1.176e-17 -8.087e-06 
 8.360e-03  7.702e-02  1.540e-01 -1.274e-17  1.274e-17 -7.702e-06 
 8.370e-03  7.287e-02  1.457e-01 -1.369e-17  1.369e-17 -7.287e-06 
 8.380e-03  6.843e-02  1.369e-01 -1.457e-17  1.457e-17 -6.843e-06 
 8.390e-03  6.372e-02  1.274e-01 -1.541e-17  1.541e-17 -6.372e-06 
 8.400e-03  5.875e-02  1.175e-01 -1.618e-17  1.618e-17 -5.876e-06 
 8.410e-03  5.356e-02  1.071e-01 -1.689e-17  1.689e-17 -5.356e-06 
 8.420e-03  4.816e-02  9.632e-02 -1.752e-17  1.752e-17 -4.816e-06 
 8.430e-03  4.256e-02  8.512e-02 -1.810e-17  1.810e-17 -4.256e-06 
 8.440e-03  3.680e-02  7.360e-02 -1.859e-17  1.859e-17 -3.680e-06 
 8.450e-03  3.089e-02  6.178e-02 -1.902e-17  1.902e-17 -3.089e-06 
 8.460e-03  2.486e-02  4.972e-02 -1.937e-17  1.937e-17 -2.486e-06 
 8.470e-03  1.873e-02  3.746e-02 -1.965e-17  1.965e-17 -1.873e-06 
 8.480e-03  1.253e-02  2.506e-02 -1.984e-17  1.984e-17 -1.253e-06 
 8.490e-03  6.276e-03  1.256e-02 -1.996e-17  1.996e-17 -6.278e-07 
 8.500e-03 -3.667e-07  3.266e-06 -2.000e-17  2.000e-17 -1.633e-10 
 8.510e-03 -6.277e-03 -1.255e-02 -1.996e-17  1.996e-17  6.275e-07 
 8.520e-03 -1.253e-02 -2.505e-02 -1.984e-17  1.984e-17  1.253e-06 
 8.530e-03 -1.873e-02 -3.746e-02 -1.965e-17  1.965e-17  1.873e-06 
 8.540e-03 -2.486e-02 -4.972e-02 -1.937e-17  1.937e-17  2.486e-06 
 8.550e-03 -3.089e-02 -6.178e-02 -1.902e-17  1.902e-17  3.089e-06 
 8.560e-03 -3.680e-02 -7.359e-02 -1.859e-17  1.859e-17  3.680e-06 
 8.570e-03 -4.256e-02 -8.512e-02 -1.810e-17  1.810e-17  4.256e-06 
 8.580e-03 -4.816e-02 -9.631e-02 -1.752e-17  1.752e-17  4.815e-06 
 8.590e-03 -5.356e-02 -1.071e-01 -1.689e-17  1.689e-17  5.356e-06 
 8.600e-03 -5.876e-02 -1.175e-01 -1.618e-17  1.618e-17  5.875e-06 
 8.610e-03 -6.372e-02 -1.274e-01 -1.541e-17  1.541e-17  6.372e-06 
 8.620e-03 -6.843e-02 -1.369e-01 -1.458e-17  1.458e-17  6.843e-06 
 8.630e-03 -7.287e-02 -1.457e-01 -1.369e-17  1.369e-17  7.287e-06 
 8.640e-03 -7.702e-02 -1.540e-01 -1.275e-17  1.275e-17  7.702e-06 
 8.650e-03 -8.087e-02 -1.617e-01 -1.176e-17  1.176e-17  8.087e-06 
 8.660e-03 -8.440e-02 -1.688e-01 -1.071e-17  1.071e-17  8.440e-06 
 8.670e-03 -8.760e-02 -1.752e-01 -9.638e-18  9.638e-18  8.760e-06 
 8.680e-03 -9.045e-02 -1.809e-01 -8.513e-18  8.513e-18  9.045e-06 
 8.690e-03 -9.294e-02 -1.859e-01 -7.366e-18  7.366e-18  9.294e-06 
 8.700e-03 -9.507e-02 -1.901e-01 -6.178e-18  6.178e-18  9.507e-06 
 8.710e-03 -9.682e-02 -1.936e-01 -4.978e-18  4.978e-18  9.682e-06 
 8.720e-03 -9.819e-02 -1.964e-01 -3.746e-18  3.746e-18  9.819e-06 
 8.730e-03 -9.917e-02 -1.983e-01 -2.511e-18  2.511e-18  9.917e-06 
 8.740e-03 -9.976e-02 -1.995e-01 -1.254e-18  1.254e-18  9.976e-06 
 8.750e-03 -9.996e-02 -1.999e-01 -4.078e-21  4.078e-21  9.996e-06 
 8.760e-03 -9.976e-02 -1.995e-01  1.257e-18 -1.257e-18  9.976e-06 
 8.770e-03 -9.917e-02 -1.983e-01  2.502e-18 -2.502e-18  9.917e-06 
 8.780e-03 -9.819e-02 -1.964e-01  3.749e-18 -3.749e-18  9.819e-06 
 8.790e-03 -9.682e-02 -1.936e-01  4.969e-18 -4.969e-18  9.682e-06 
 8.800e-03 -9.507e-02 -1.901e-01  6.181e-18 -6.181e-18  9.507e-06 
 8.810e-03 -9.294e-02 -1.859e-01  7.358e-18 -7.358e-18  9.294e-06 
 8.820e-03 -9.045e-02 -1.809e-01  8.517e-18 -8.517e-18  9.045e-06 
 8.830e-03 -8.760e-02 -1.752e-01  9.631e-18 -9.631e-18  8.760e-06 
 8.840e-03 -8.440e-02 -1.688e-01  1.072e-17 -1.072e-17  8.440e-06 
 8.850e-03 -8.087e-02 -1.617e-01  1.175e-17 -1.175e-17  8.087e-06 
 8.860e-03 -7.702e-02 -1.540e-01  1.275e-17 -1.275e-17  7.702e-06 
 8.870e-03 -7.287e-02 -1.457e-01  1.369e-17 -1.369e-17  7.287e-06 
 8.880e-03 -6.843e-02 -1.369e-01  1.458e-17 -1.458e-17  6.843e-06 
 8.890e-03 -6.372e-02 -1.274e-01  1.541e-17 -1.541e-17  6.372e-06 
 8.900e-03 -5.875e-02 -1.175e-01  1.618e-17 -1.618e-17  5.876e-06 
 8.910e-03 -5.356e-02 -1.071e-01  1.688e-17 -1.688e-17  5.356e-06 
 8.920e-03 -4.816e-02 -9.632e-02  1.753e-17 -1.753e-17  4.816e-06 
 8.930e-03 -4.256e-02 -8.512e-02  1.809e-17 -1.809e-17  4.256e-06 
 8.940e-03 -3.680e-02 -7.360e-02  1.860e-17 -1.860e-17  3.680e-06 
 8.950e-03 -3.089e-02 -6.178e-02  1.902e-17 -1.902e-17  3.089e-06 
 8.960e-03 -2.486e-02 -4.972e-02  1.937e-17 -1.937e-17  2.486e-06 
 8.970e-03 -1.873e-02 -3.746e-02  1.964e-17 -1.964e-17  1.873e-06 
 8.980e-03 -1.253e-02 -2.506e-02  1.984e-17 -1.984e-17  1.253e-06 
 8.990e-03 -6.276e-03 -1.256e-02  1.996e-17 -1.996e-17  6.278e-07 
 9.000e-03  3.667e-07 -3.267e-06  2.000e-17 -2.000e-17  1.633e-10 
 9.010e-03  6.277e-03  1.255e-02  1.996e-17 -1.996e-17 -6.275e-07 
 9.020e-03  1.253e-02  2.505e-02  1.984e-17 -1.984e-17 -1.253e-06 
 9.030e-03  1.873e-02  3.746e-02  1.964e-17 -1.964e-17 -1.873e-06 
 9.040e-03  2.486e-02  4.972e-02  1.937e-17 -1.937e-17 -2.486e-06 
 9.050e-03  3.089e-02  6.178e-02  1.902e-17 -1.902e-17 -3.089e-06 
 9.060e-03  3.680e-02  7.359e-02  1.860e-17 -1.860e-17 -3.680e-06 
