 time       v(/signal_in) v(/rect_out)
 5.570e-04  5.258e-01  1.778e-04 
 5.580e-04  5.346e-01  2.409e-04 
 5.590e-04  5.434e-01  3.229e-04 
 5.600e-04  5.522e-01  4.279e-04 
 5.610e-04  5.609e-01  5.597e-04 
 5.620e-04  5.697e-01  7.224e-04 
 5.630e-04  5.784e-01  9.200e-04 
 5.640e-04  5.871e-01  1.156e-03 
 5.650e-04  5.957e-01  1.434e-03 
 5.660e-04  6.044e-01  1.756e-03 
 5.670e-04  6.130e-01  2.126e-03 
 5.680e-04  6.216e-01  2.545e-03 
 5.690e-04  6.301e-01  3.015e-03 
 5.700e-04  6.387e-01  3.539e-03 
 5.710e-04  6.472e-01  4.116e-03 
 5.720e-04  6.557e-01  4.749e-03 
 5.730e-04  6.641e-01  5.437e-03 
 5.740e-04  6.726e-01  6.183e-03 
 5.750e-04  6.810e-01  6.985e-03 
 5.760e-04  6.894e-01  7.846e-03 
 5.770e-04  6.977e-01  8.764e-03 
 5.780e-04  7.061e-01  9.740e-03 
 5.790e-04  7.144e-01  1.077e-02 
 5.800e-04  7.226e-01  1.187e-02 
 5.810e-04  7.309e-01  1.302e-02 
 5.820e-04  7.391e-01  1.422e-02 
 5.830e-04  7.473e-01  1.549e-02 
 5.840e-04  7.554e-01  1.681e-02 
 5.850e-04  7.636e-01  1.819e-02 
 5.860e-04  7.717e-01  1.963e-02 
 5.870e-04  7.797e-01  2.112e-02 
 5.880e-04  7.878e-01  2.267e-02 
 5.890e-04  7.958e-01  2.427e-02 
 5.900e-04  8.037e-01  2.593e-02 
 5.910e-04  8.117e-01  2.764e-02 
 5.920e-04  8.196e-01  2.940e-02 
 5.930e-04  8.275e-01  3.122e-02 
 5.940e-04  8.353e-01  3.309e-02 
 5.950e-04  8.431e-01  3.501e-02 
 5.960e-04  8.509e-01  3.699e-02 
 5.970e-04  8.586e-01  3.901e-02 
 5.980e-04  8.664e-01  4.109e-02 
 5.990e-04  8.740e-01  4.322e-02 
 6.000e-04  8.817e-01  4.539e-02 
 6.010e-04  8.893e-01  4.761e-02 
 6.020e-04  8.969e-01  4.988e-02 
 6.030e-04  9.044e-01  5.220e-02 
 6.040e-04  9.119e-01  5.456e-02 
 6.050e-04  9.194e-01  5.697e-02 
 6.060e-04  9.268e-01  5.943e-02 
 6.070e-04  9.342e-01  6.193e-02 
 6.080e-04  9.415e-01  6.447e-02 
 6.090e-04  9.489e-01  6.705e-02 
 6.100e-04  9.561e-01  6.968e-02 
 6.110e-04  9.634e-01  7.235e-02 
 6.120e-04  9.706e-01  7.506e-02 
 6.130e-04  9.777e-01  7.781e-02 
 6.140e-04  9.849e-01  8.061e-02 
 6.150e-04  9.920e-01  8.344e-02 
 6.160e-04  9.990e-01  8.630e-02 
 6.170e-04  1.006e+00  8.921e-02 
 6.180e-04  1.013e+00  9.215e-02 
 6.190e-04  1.020e+00  9.513e-02 
 6.200e-04  1.027e+00  9.815e-02 
 6.210e-04  1.034e+00  1.012e-01 
 6.220e-04  1.040e+00  1.043e-01 
 6.230e-04  1.047e+00  1.074e-01 
 6.240e-04  1.054e+00  1.106e-01 
 6.250e-04  1.061e+00  1.137e-01 
 6.260e-04  1.067e+00  1.170e-01 
 6.270e-04  1.074e+00  1.202e-01 
 6.280e-04  1.080e+00  1.235e-01 
 6.290e-04  1.087e+00  1.268e-01 
 6.300e-04  1.093e+00  1.301e-01 
 6.310e-04  1.100e+00  1.335e-01 
 6.320e-04  1.106e+00  1.369e-01 
 6.330e-04  1.113e+00  1.403e-01 
 6.340e-04  1.119e+00  1.437e-01 
 6.350e-04  1.125e+00  1.472e-01 
 6.360e-04  1.131e+00  1.507e-01 
 6.370e-04  1.138e+00  1.542e-01 
 6.380e-04  1.144e+00  1.578e-01 
 6.390e-04  1.150e+00  1.614e-01 
 6.400e-04  1.156e+00  1.649e-01 
 6.410e-04  1.162e+00  1.686e-01 
 6.420e-04  1.168e+00  1.722e-01 
 6.430e-04  1.174e+00  1.759e-01 
 6.440e-04  1.179e+00  1.795e-01 
 6.450e-04  1.185e+00  1.832e-01 
 6.460e-04  1.191e+00  1.869e-01 
 6.470e-04  1.197e+00  1.907e-01 
 6.480e-04  1.202e+00  1.944e-01 
 6.490e-04  1.208e+00  1.982e-01 
 6.500e-04  1.214e+00  2.020e-01 
 6.510e-04  1.219e+00  2.058e-01 
 6.520e-04  1.225e+00  2.096e-01 
 6.530e-04  1.230e+00  2.134e-01 
 6.540e-04  1.235e+00  2.173e-01 
 6.550e-04  1.241e+00  2.211e-01 
 6.560e-04  1.246e+00  2.250e-01 
 6.570e-04  1.251e+00  2.289e-01 
 6.580e-04  1.256e+00  2.328e-01 
 6.590e-04  1.261e+00  2.367e-01 
 6.600e-04  1.266e+00  2.406e-01 
 6.610e-04  1.272e+00  2.445e-01 
 6.620e-04  1.276e+00  2.485e-01 
 6.630e-04  1.281e+00  2.524e-01 
 6.640e-04  1.286e+00  2.564e-01 
 6.650e-04  1.291e+00  2.604e-01 
 6.660e-04  1.296e+00  2.643e-01 
 6.670e-04  1.301e+00  2.683e-01 
 6.680e-04  1.305e+00  2.723e-01 
 6.690e-04  1.310e+00  2.763e-01 
 6.700e-04  1.314e+00  2.803e-01 
 6.710e-04  1.319e+00  2.843e-01 
 6.720e-04  1.323e+00  2.883e-01 
 6.730e-04  1.328e+00  2.923e-01 
 6.740e-04  1.332e+00  2.963e-01 
 6.750e-04  1.337e+00  3.003e-01 
 6.760e-04  1.341e+00  3.043e-01 
 6.770e-04  1.345e+00  3.083e-01 
 6.780e-04  1.349e+00  3.124e-01 
 6.790e-04  1.353e+00  3.164e-01 
 6.800e-04  1.357e+00  3.204e-01 
 6.810e-04  1.361e+00  3.244e-01 
 6.820e-04  1.365e+00  3.284e-01 
 6.830e-04  1.369e+00  3.324e-01 
 6.840e-04  1.373e+00  3.365e-01 
 6.850e-04  1.377e+00  3.405e-01 
 6.860e-04  1.380e+00  3.445e-01 
 6.870e-04  1.384e+00  3.485e-01 
 6.880e-04  1.388e+00  3.525e-01 
 6.890e-04  1.391e+00  3.565e-01 
 6.900e-04  1.395e+00  3.605e-01 
 6.910e-04  1.398e+00  3.645e-01 
 6.920e-04  1.401e+00  3.684e-01 
 6.930e-04  1.405e+00  3.724e-01 
 6.940e-04  1.408e+00  3.764e-01 
 6.950e-04  1.411e+00  3.804e-01 
 6.960e-04  1.414e+00  3.843e-01 
 6.970e-04  1.418e+00  3.883e-01 
 6.980e-04  1.421e+00  3.922e-01 
 6.990e-04  1.424e+00  3.961e-01 
 7.000e-04  1.427e+00  4.000e-01 
 7.010e-04  1.429e+00  4.039e-01 
 7.020e-04  1.432e+00  4.078e-01 
 7.030e-04  1.435e+00  4.117e-01 
 7.040e-04  1.438e+00  4.156e-01 
 7.050e-04  1.440e+00  4.195e-01 
 7.060e-04  1.443e+00  4.233e-01 
 7.070e-04  1.446e+00  4.272e-01 
 7.080e-04  1.448e+00  4.310e-01 
 7.090e-04  1.450e+00  4.348e-01 
 7.100e-04  1.453e+00  4.386e-01 
 7.110e-04  1.455e+00  4.424e-01 
 7.120e-04  1.457e+00  4.462e-01 
 7.130e-04  1.460e+00  4.499e-01 
 7.140e-04  1.462e+00  4.537e-01 
 7.150e-04  1.464e+00  4.574e-01 
 7.160e-04  1.466e+00  4.611e-01 
 7.170e-04  1.468e+00  4.648e-01 
 7.180e-04  1.470e+00  4.685e-01 
 7.190e-04  1.472e+00  4.722e-01 
 7.200e-04  1.473e+00  4.758e-01 
 7.210e-04  1.475e+00  4.794e-01 
 7.220e-04  1.477e+00  4.830e-01 
 7.230e-04  1.478e+00  4.866e-01 
 7.240e-04  1.480e+00  4.902e-01 
 7.250e-04  1.482e+00  4.938e-01 
 7.260e-04  1.483e+00  4.973e-01 
 7.270e-04  1.484e+00  5.008e-01 
 7.280e-04  1.486e+00  5.043e-01 
 7.290e-04  1.487e+00  5.078e-01 
 7.300e-04  1.488e+00  5.112e-01 
 7.310e-04  1.489e+00  5.146e-01 
 7.320e-04  1.490e+00  5.180e-01 
 7.330e-04  1.491e+00  5.214e-01 
 7.340e-04  1.492e+00  5.248e-01 
 7.350e-04  1.493e+00  5.281e-01 
 7.360e-04  1.494e+00  5.315e-01 
 7.370e-04  1.495e+00  5.347e-01 
 7.380e-04  1.496e+00  5.380e-01 
 7.390e-04  1.496e+00  5.413e-01 
 7.400e-04  1.497e+00  5.445e-01 
 7.410e-04  1.498e+00  5.477e-01 
 7.420e-04  1.498e+00  5.509e-01 
 7.430e-04  1.499e+00  5.540e-01 
 7.440e-04  1.499e+00  5.571e-01 
 7.450e-04  1.499e+00  5.602e-01 
 7.460e-04  1.500e+00  5.633e-01 
 7.470e-04  1.500e+00  5.663e-01 
 7.480e-04  1.500e+00  5.693e-01 
 7.490e-04  1.500e+00  5.723e-01 
 7.500e-04  1.500e+00  5.753e-01 
 7.510e-04  1.500e+00  5.782e-01 
 7.520e-04  1.500e+00  5.811e-01 
 7.530e-04  1.500e+00  5.840e-01 
 7.540e-04  1.500e+00  5.869e-01 
 7.550e-04  1.499e+00  5.897e-01 
 7.560e-04  1.499e+00  5.925e-01 
 7.570e-04  1.499e+00  5.953e-01 
 7.580e-04  1.498e+00  5.980e-01 
 7.590e-04  1.498e+00  6.007e-01 
 7.600e-04  1.497e+00  6.034e-01 
 7.610e-04  1.496e+00  6.060e-01 
 7.620e-04  1.496e+00  6.086e-01 
 7.630e-04  1.495e+00  6.112e-01 
 7.640e-04  1.494e+00  6.138e-01 
 7.650e-04  1.493e+00  6.163e-01 
 7.660e-04  1.492e+00  6.188e-01 
 7.670e-04  1.491e+00  6.213e-01 
 7.680e-04  1.490e+00  6.237e-01 
 7.690e-04  1.489e+00  6.261e-01 
 7.700e-04  1.488e+00  6.285e-01 
 7.710e-04  1.487e+00  6.308e-01 
 7.720e-04  1.486e+00  6.331e-01 
 7.730e-04  1.484e+00  6.354e-01 
 7.740e-04  1.483e+00  6.376e-01 
 7.750e-04  1.482e+00  6.398e-01 
 7.760e-04  1.480e+00  6.420e-01 
 7.770e-04  1.478e+00  6.441e-01 
 7.780e-04  1.477e+00  6.462e-01 
 7.790e-04  1.475e+00  6.483e-01 
 7.800e-04  1.473e+00  6.503e-01 
 7.810e-04  1.472e+00  6.523e-01 
 7.820e-04  1.470e+00  6.543e-01 
 7.830e-04  1.468e+00  6.562e-01 
 7.840e-04  1.466e+00  6.581e-01 
 7.850e-04  1.464e+00  6.600e-01 
 7.860e-04  1.462e+00  6.618e-01 
 7.870e-04  1.460e+00  6.636e-01 
 7.880e-04  1.457e+00  6.654e-01 
 7.890e-04  1.455e+00  6.671e-01 
 7.900e-04  1.453e+00  6.688e-01 
 7.910e-04  1.450e+00  6.705e-01 
 7.920e-04  1.448e+00  6.721e-01 
 7.930e-04  1.446e+00  6.737e-01 
 7.940e-04  1.443e+00  6.752e-01 
 7.950e-04  1.440e+00  6.767e-01 
 7.960e-04  1.438e+00  6.782e-01 
 7.970e-04  1.435e+00  6.797e-01 
 7.980e-04  1.432e+00  6.811e-01 
 7.990e-04  1.429e+00  6.824e-01 
 8.000e-04  1.427e+00  6.838e-01 
 8.010e-04  1.424e+00  6.851e-01 
 8.020e-04  1.421e+00  6.863e-01 
 8.030e-04  1.418e+00  6.876e-01 
 8.040e-04  1.414e+00  6.888e-01 
 8.050e-04  1.411e+00  6.899e-01 
 8.060e-04  1.408e+00  6.911e-01 
 8.070e-04  1.405e+00  6.921e-01 
 8.080e-04  1.401e+00  6.932e-01 
 8.090e-04  1.398e+00  6.942e-01 
 8.100e-04  1.395e+00  6.952e-01 
 8.110e-04  1.391e+00  6.961e-01 
 8.120e-04  1.388e+00  6.970e-01 
 8.130e-04  1.384e+00  6.979e-01 
 8.140e-04  1.380e+00  6.987e-01 
 8.150e-04  1.377e+00  6.996e-01 
 8.160e-04  1.373e+00  7.003e-01 
 8.170e-04  1.369e+00  7.011e-01 
 8.180e-04  1.365e+00  7.018e-01 
 8.190e-04  1.361e+00  7.024e-01 
 8.200e-04  1.357e+00  7.030e-01 
 8.210e-04  1.353e+00  7.036e-01 
 8.220e-04  1.349e+00  7.042e-01 
 8.230e-04  1.345e+00  7.047e-01 
 8.240e-04  1.341e+00  7.052e-01 
 8.250e-04  1.337e+00  7.057e-01 
 8.260e-04  1.332e+00  7.061e-01 
 8.270e-04  1.328e+00  7.065e-01 
 8.280e-04  1.323e+00  7.069e-01 
 8.290e-04  1.319e+00  7.073e-01 
 8.300e-04  1.314e+00  7.076e-01 
 8.310e-04  1.310e+00  7.079e-01 
 8.320e-04  1.305e+00  7.081e-01 
 8.330e-04  1.301e+00  7.083e-01 
 8.340e-04  1.296e+00  7.086e-01 
 8.350e-04  1.291e+00  7.087e-01 
 8.360e-04  1.286e+00  7.089e-01 
 8.370e-04  1.281e+00  7.090e-01 
 8.380e-04  1.276e+00  7.091e-01 
 8.390e-04  1.272e+00  7.092e-01 
 8.400e-04  1.266e+00  7.093e-01 
 8.410e-04  1.261e+00  7.094e-01 
 8.420e-04  1.256e+00  7.094e-01 
 8.430e-04  1.251e+00  7.094e-01 
 8.440e-04  1.246e+00  7.094e-01 
 8.450e-04  1.241e+00  7.094e-01 
 8.460e-04  1.235e+00  7.094e-01 
 8.470e-04  1.230e+00  7.094e-01 
 8.480e-04  1.225e+00  7.094e-01 
 8.490e-04  1.219e+00  7.093e-01 
 8.500e-04  1.214e+00  7.093e-01 
 8.510e-04  1.208e+00  7.092e-01 
 8.520e-04  1.202e+00  7.092e-01 
 8.530e-04  1.197e+00  7.091e-01 
 8.540e-04  1.191e+00  7.091e-01 
 8.550e-04  1.185e+00  7.090e-01 
 8.560e-04  1.179e+00  7.090e-01 
 8.570e-04  1.174e+00  7.089e-01 
 8.580e-04  1.168e+00  7.088e-01 
 8.590e-04  1.162e+00  7.088e-01 
 8.600e-04  1.156e+00  7.087e-01 
 8.610e-04  1.150e+00  7.086e-01 
 8.620e-04  1.144e+00  7.086e-01 
 8.630e-04  1.138e+00  7.085e-01 
 8.640e-04  1.131e+00  7.084e-01 
 8.650e-04  1.125e+00  7.084e-01 
 8.660e-04  1.119e+00  7.083e-01 
 8.670e-04  1.113e+00  7.082e-01 
 8.680e-04  1.106e+00  7.081e-01 
 8.690e-04  1.100e+00  7.081e-01 
 8.700e-04  1.093e+00  7.080e-01 
 8.710e-04  1.087e+00  7.079e-01 
 8.720e-04  1.080e+00  7.079e-01 
 8.730e-04  1.074e+00  7.078e-01 
 8.740e-04  1.067e+00  7.077e-01 
 8.750e-04  1.061e+00  7.077e-01 
 8.760e-04  1.054e+00  7.076e-01 
 8.770e-04  1.047e+00  7.075e-01 
 8.780e-04  1.040e+00  7.074e-01 
 8.790e-04  1.034e+00  7.074e-01 
 8.800e-04  1.027e+00  7.073e-01 
 8.810e-04  1.020e+00  7.072e-01 
 8.820e-04  1.013e+00  7.072e-01 
 8.830e-04  1.006e+00  7.071e-01 
 8.840e-04  9.990e-01  7.070e-01 
 8.850e-04  9.920e-01  7.069e-01 
 8.860e-04  9.849e-01  7.069e-01 
 8.870e-04  9.777e-01  7.068e-01 
 8.880e-04  9.706e-01  7.067e-01 
 8.890e-04  9.634e-01  7.067e-01 
 8.900e-04  9.561e-01  7.066e-01 
 8.910e-04  9.489e-01  7.065e-01 
 8.920e-04  9.415e-01  7.064e-01 
 8.930e-04  9.342e-01  7.064e-01 
 8.940e-04  9.268e-01  7.063e-01 
 8.950e-04  9.194e-01  7.062e-01 
 8.960e-04  9.119e-01  7.062e-01 
 8.970e-04  9.044e-01  7.061e-01 
 8.980e-04  8.969e-01  7.060e-01 
 8.990e-04  8.893e-01  7.060e-01 
 9.000e-04  8.817e-01  7.059e-01 
 9.010e-04  8.740e-01  7.058e-01 
 9.020e-04  8.664e-01  7.057e-01 
 9.030e-04  8.586e-01  7.057e-01 
 9.040e-04  8.509e-01  7.056e-01 
 9.050e-04  8.431e-01  7.055e-01 
 9.060e-04  8.353e-01  7.055e-01 
 9.070e-04  8.275e-01  7.054e-01 
 9.080e-04  8.196e-01  7.053e-01 
 9.090e-04  8.117e-01  7.052e-01 
 9.100e-04  8.037e-01  7.052e-01 
 9.110e-04  7.958e-01  7.051e-01 
 9.120e-04  7.878e-01  7.050e-01 
 9.130e-04  7.797e-01  7.050e-01 
 9.140e-04  7.717e-01  7.049e-01 
 9.150e-04  7.636e-01  7.048e-01 
 9.160e-04  7.554e-01  7.048e-01 
 9.170e-04  7.473e-01  7.047e-01 
 9.180e-04  7.391e-01  7.046e-01 
 9.190e-04  7.309e-01  7.045e-01 
 9.200e-04  7.226e-01  7.045e-01 
 9.210e-04  7.144e-01  7.044e-01 
 9.220e-04  7.061e-01  7.043e-01 
 9.230e-04  6.977e-01  7.043e-01 
 9.240e-04  6.894e-01  7.042e-01 
 9.250e-04  6.810e-01  7.041e-01 
 9.260e-04  6.726e-01  7.041e-01 
 9.270e-04  6.641e-01  7.040e-01 
 9.280e-04  6.557e-01  7.039e-01 
 9.290e-04  6.472e-01  7.038e-01 
 9.300e-04  6.387e-01  7.038e-01 
 9.310e-04  6.301e-01  7.037e-01 
 9.320e-04  6.216e-01  7.036e-01 
 9.330e-04  6.130e-01  7.036e-01 
 9.340e-04  6.044e-01  7.035e-01 
 9.350e-04  5.957e-01  7.034e-01 
 9.360e-04  5.871e-01  7.033e-01 
 9.370e-04  5.784e-01  7.033e-01 
 9.380e-04  5.697e-01  7.032e-01 
 9.390e-04  5.609e-01  7.031e-01 
 9.400e-04  5.522e-01  7.031e-01 
 9.410e-04  5.434e-01  7.030e-01 
 9.420e-04  5.346e-01  7.029e-01 
 9.430e-04  5.258e-01  7.029e-01 
 9.440e-04  5.170e-01  7.028e-01 
 9.450e-04  5.081e-01  7.027e-01 
 9.460e-04  4.992e-01  7.026e-01 
 9.470e-04  4.903e-01  7.026e-01 
 9.480e-04  4.814e-01  7.025e-01 
 9.490e-04  4.725e-01  7.024e-01 
 9.500e-04  4.635e-01  7.024e-01 
 9.510e-04  4.546e-01  7.023e-01 
 9.520e-04  4.456e-01  7.022e-01 
 9.530e-04  4.366e-01  7.022e-01 
 9.540e-04  4.275e-01  7.021e-01 
 9.550e-04  4.185e-01  7.020e-01 
 9.560e-04  4.094e-01  7.019e-01 
 9.570e-04  4.004e-01  7.019e-01 
 9.580e-04  3.913e-01  7.018e-01 
 9.590e-04  3.822e-01  7.017e-01 
 9.600e-04  3.730e-01  7.017e-01 
 9.610e-04  3.639e-01  7.016e-01 
 9.620e-04  3.547e-01  7.015e-01 
 9.630e-04  3.456e-01  7.015e-01 
 9.640e-04  3.364e-01  7.014e-01 
 9.650e-04  3.272e-01  7.013e-01 
 9.660e-04  3.180e-01  7.012e-01 
 9.670e-04  3.088e-01  7.012e-01 
 9.680e-04  2.996e-01  7.011e-01 
 9.690e-04  2.903e-01  7.010e-01 
 9.700e-04  2.811e-01  7.010e-01 
 9.710e-04  2.718e-01  7.009e-01 
 9.720e-04  2.625e-01  7.008e-01 
 9.730e-04  2.532e-01  7.007e-01 
 9.740e-04  2.440e-01  7.007e-01 
 9.750e-04  2.347e-01  7.006e-01 
 9.760e-04  2.253e-01  7.005e-01 
 9.770e-04  2.160e-01  7.005e-01 
 9.780e-04  2.067e-01  7.004e-01 
 9.790e-04  1.973e-01  7.003e-01 
 9.800e-04  1.880e-01  7.003e-01 
 9.810e-04  1.786e-01  7.002e-01 
 9.820e-04  1.693e-01  7.001e-01 
 9.830e-04  1.599e-01  7.000e-01 
 9.840e-04  1.505e-01  7.000e-01 
 9.850e-04  1.412e-01  6.999e-01 
 9.860e-04  1.318e-01  6.998e-01 
 9.870e-04  1.224e-01  6.998e-01 
 9.880e-04  1.130e-01  6.997e-01 
 9.890e-04  1.036e-01  6.996e-01 
 9.900e-04  9.419e-02  6.996e-01 
 9.910e-04  8.478e-02  6.995e-01 
 9.920e-04  7.537e-02  6.994e-01 
 9.930e-04  6.595e-02  6.993e-01 
 9.940e-04  5.654e-02  6.993e-01 
 9.950e-04  4.712e-02  6.992e-01 
 9.960e-04  3.769e-02  6.991e-01 
 9.970e-04  2.827e-02  6.991e-01 
 9.980e-04  1.885e-02  6.990e-01 
 9.990e-04  9.425e-03  6.989e-01 
 1.000e-03 -5.501e-09  6.989e-01 
 1.001e-03 -9.425e-03  6.988e-01 
 1.002e-03 -1.885e-02  6.987e-01 
 1.003e-03 -2.827e-02  6.987e-01 
 1.004e-03 -3.769e-02  6.986e-01 
 1.005e-03 -4.712e-02  6.985e-01 
 1.006e-03 -5.654e-02  6.984e-01 
 1.007e-03 -6.595e-02  6.984e-01 
 1.008e-03 -7.537e-02  6.983e-01 
 1.009e-03 -8.478e-02  6.982e-01 
 1.010e-03 -9.419e-02  6.982e-01 
 1.011e-03 -1.036e-01  6.981e-01 
 1.012e-03 -1.130e-01  6.980e-01 
 1.013e-03 -1.224e-01  6.980e-01 
 1.014e-03 -1.318e-01  6.979e-01 
 1.015e-03 -1.412e-01  6.978e-01 
 1.016e-03 -1.505e-01  6.977e-01 
 1.017e-03 -1.599e-01  6.977e-01 
 1.018e-03 -1.693e-01  6.976e-01 
 1.019e-03 -1.786e-01  6.975e-01 
 1.020e-03 -1.880e-01  6.975e-01 
 1.021e-03 -1.973e-01  6.974e-01 
 1.022e-03 -2.067e-01  6.973e-01 
 1.023e-03 -2.160e-01  6.973e-01 
 1.024e-03 -2.253e-01  6.972e-01 
 1.025e-03 -2.347e-01  6.971e-01 
 1.026e-03 -2.440e-01  6.970e-01 
 1.027e-03 -2.532e-01  6.970e-01 
 1.028e-03 -2.625e-01  6.969e-01 
 1.029e-03 -2.718e-01  6.968e-01 
 1.030e-03 -2.811e-01  6.968e-01 
 1.031e-03 -2.903e-01  6.967e-01 
 1.032e-03 -2.996e-01  6.966e-01 
 1.033e-03 -3.088e-01  6.966e-01 
 1.034e-03 -3.180e-01  6.965e-01 
 1.035e-03 -3.272e-01  6.964e-01 
 1.036e-03 -3.364e-01  6.963e-01 
 1.037e-03 -3.456e-01  6.963e-01 
 1.038e-03 -3.547e-01  6.962e-01 
 1.039e-03 -3.639e-01  6.961e-01 
 1.040e-03 -3.730e-01  6.961e-01 
 1.041e-03 -3.822e-01  6.960e-01 
 1.042e-03 -3.913e-01  6.959e-01 
 1.043e-03 -4.004e-01  6.959e-01 
 1.044e-03 -4.094e-01  6.958e-01 
 1.045e-03 -4.185e-01  6.957e-01 
 1.046e-03 -4.275e-01  6.957e-01 
 1.047e-03 -4.366e-01  6.956e-01 
 1.048e-03 -4.456e-01  6.955e-01 
 1.049e-03 -4.546e-01  6.954e-01 
 1.050e-03 -4.635e-01  6.954e-01 
 1.051e-03 -4.725e-01  6.953e-01 
 1.052e-03 -4.814e-01  6.952e-01 
 1.053e-03 -4.903e-01  6.952e-01 
 1.054e-03 -4.992e-01  6.951e-01 
 1.055e-03 -5.081e-01  6.950e-01 
 1.056e-03 -5.170e-01  6.950e-01 
 1.057e-03 -5.258e-01  6.949e-01 
 1.058e-03 -5.346e-01  6.948e-01 
 1.059e-03 -5.434e-01  6.947e-01 
 1.060e-03 -5.522e-01  6.947e-01 
 1.061e-03 -5.609e-01  6.946e-01 
 1.062e-03 -5.697e-01  6.945e-01 
 1.063e-03 -5.784e-01  6.945e-01 
 1.064e-03 -5.871e-01  6.944e-01 
 1.065e-03 -5.957e-01  6.943e-01 
 1.066e-03 -6.044e-01  6.943e-01 
 1.067e-03 -6.130e-01  6.942e-01 
 1.068e-03 -6.216e-01  6.941e-01 
 1.069e-03 -6.301e-01  6.941e-01 
 1.070e-03 -6.387e-01  6.940e-01 
 1.071e-03 -6.472e-01  6.939e-01 
 1.072e-03 -6.557e-01  6.938e-01 
 1.073e-03 -6.641e-01  6.938e-01 
 1.074e-03 -6.726e-01  6.937e-01 
 1.075e-03 -6.810e-01  6.936e-01 
 1.076e-03 -6.894e-01  6.936e-01 
 1.077e-03 -6.977e-01  6.935e-01 
 1.078e-03 -7.061e-01  6.934e-01 
 1.079e-03 -7.144e-01  6.934e-01 
 1.080e-03 -7.226e-01  6.933e-01 
 1.081e-03 -7.309e-01  6.932e-01 
 1.082e-03 -7.391e-01  6.932e-01 
 1.083e-03 -7.473e-01  6.931e-01 
 1.084e-03 -7.554e-01  6.930e-01 
 1.085e-03 -7.636e-01  6.929e-01 
 1.086e-03 -7.717e-01  6.929e-01 
 1.087e-03 -7.797e-01  6.928e-01 
 1.088e-03 -7.878e-01  6.927e-01 
 1.089e-03 -7.958e-01  6.927e-01 
 1.090e-03 -8.037e-01  6.926e-01 
 1.091e-03 -8.117e-01  6.925e-01 
 1.092e-03 -8.196e-01  6.925e-01 
 1.093e-03 -8.275e-01  6.924e-01 
 1.094e-03 -8.353e-01  6.923e-01 
 1.095e-03 -8.431e-01  6.923e-01 
 1.096e-03 -8.509e-01  6.922e-01 
 1.097e-03 -8.586e-01  6.921e-01 
 1.098e-03 -8.664e-01  6.920e-01 
 1.099e-03 -8.740e-01  6.920e-01 
 1.100e-03 -8.817e-01  6.919e-01 
 1.101e-03 -8.893e-01  6.918e-01 
 1.102e-03 -8.969e-01  6.918e-01 
 1.103e-03 -9.044e-01  6.917e-01 
 1.104e-03 -9.119e-01  6.916e-01 
 1.105e-03 -9.194e-01  6.916e-01 
 1.106e-03 -9.268e-01  6.915e-01 
 1.107e-03 -9.342e-01  6.914e-01 
 1.108e-03 -9.415e-01  6.914e-01 
 1.109e-03 -9.489e-01  6.913e-01 
 1.110e-03 -9.561e-01  6.912e-01 
 1.111e-03 -9.634e-01  6.911e-01 
 1.112e-03 -9.706e-01  6.911e-01 
 1.113e-03 -9.777e-01  6.910e-01 
 1.114e-03 -9.849e-01  6.909e-01 
 1.115e-03 -9.920e-01  6.909e-01 
 1.116e-03 -9.990e-01  6.908e-01 
 1.117e-03 -1.006e+00  6.907e-01 
 1.118e-03 -1.013e+00  6.907e-01 
 1.119e-03 -1.020e+00  6.906e-01 
 1.120e-03 -1.027e+00  6.905e-01 
 1.121e-03 -1.034e+00  6.905e-01 
 1.122e-03 -1.040e+00  6.904e-01 
 1.123e-03 -1.047e+00  6.903e-01 
 1.124e-03 -1.054e+00  6.902e-01 
 1.125e-03 -1.061e+00  6.902e-01 
 1.126e-03 -1.067e+00  6.901e-01 
 1.127e-03 -1.074e+00  6.900e-01 
 1.128e-03 -1.080e+00  6.900e-01 
 1.129e-03 -1.087e+00  6.899e-01 
 1.130e-03 -1.093e+00  6.898e-01 
 1.131e-03 -1.100e+00  6.898e-01 
 1.132e-03 -1.106e+00  6.897e-01 
 1.133e-03 -1.113e+00  6.896e-01 
 1.134e-03 -1.119e+00  6.896e-01 
 1.135e-03 -1.125e+00  6.895e-01 
 1.136e-03 -1.131e+00  6.894e-01 
 1.137e-03 -1.138e+00  6.894e-01 
 1.138e-03 -1.144e+00  6.893e-01 
 1.139e-03 -1.150e+00  6.892e-01 
 1.140e-03 -1.156e+00  6.891e-01 
 1.141e-03 -1.162e+00  6.891e-01 
 1.142e-03 -1.168e+00  6.890e-01 
 1.143e-03 -1.174e+00  6.889e-01 
 1.144e-03 -1.179e+00  6.889e-01 
 1.145e-03 -1.185e+00  6.888e-01 
 1.146e-03 -1.191e+00  6.887e-01 
 1.147e-03 -1.197e+00  6.887e-01 
 1.148e-03 -1.202e+00  6.886e-01 
 1.149e-03 -1.208e+00  6.885e-01 
 1.150e-03 -1.214e+00  6.885e-01 
 1.151e-03 -1.219e+00  6.884e-01 
 1.152e-03 -1.225e+00  6.883e-01 
 1.153e-03 -1.230e+00  6.882e-01 
 1.154e-03 -1.235e+00  6.882e-01 
 1.155e-03 -1.241e+00  6.881e-01 
 1.156e-03 -1.246e+00  6.880e-01 
