 time       v(/signal_in) v(/rect_out)
 4.369e-03 -1.100e+00  7.991e-01 
 4.370e-03 -1.093e+00  7.990e-01 
 4.371e-03 -1.087e+00  7.989e-01 
 4.372e-03 -1.080e+00  7.988e-01 
 4.373e-03 -1.074e+00  7.988e-01 
 4.374e-03 -1.067e+00  7.987e-01 
 4.375e-03 -1.061e+00  7.986e-01 
 4.376e-03 -1.054e+00  7.985e-01 
 4.377e-03 -1.047e+00  7.984e-01 
 4.378e-03 -1.040e+00  7.984e-01 
 4.379e-03 -1.034e+00  7.983e-01 
 4.380e-03 -1.027e+00  7.982e-01 
 4.381e-03 -1.020e+00  7.981e-01 
 4.382e-03 -1.013e+00  7.980e-01 
 4.383e-03 -1.006e+00  7.980e-01 
 4.384e-03 -9.990e-01  7.979e-01 
 4.385e-03 -9.920e-01  7.978e-01 
 4.386e-03 -9.849e-01  7.977e-01 
 4.387e-03 -9.777e-01  7.977e-01 
 4.388e-03 -9.706e-01  7.976e-01 
 4.389e-03 -9.634e-01  7.975e-01 
 4.390e-03 -9.561e-01  7.974e-01 
 4.391e-03 -9.489e-01  7.973e-01 
 4.392e-03 -9.415e-01  7.973e-01 
 4.393e-03 -9.342e-01  7.972e-01 
 4.394e-03 -9.268e-01  7.971e-01 
 4.395e-03 -9.194e-01  7.970e-01 
 4.396e-03 -9.119e-01  7.969e-01 
 4.397e-03 -9.044e-01  7.969e-01 
 4.398e-03 -8.969e-01  7.968e-01 
 4.399e-03 -8.893e-01  7.967e-01 
 4.400e-03 -8.817e-01  7.966e-01 
 4.401e-03 -8.740e-01  7.965e-01 
 4.402e-03 -8.664e-01  7.965e-01 
 4.403e-03 -8.586e-01  7.964e-01 
 4.404e-03 -8.509e-01  7.963e-01 
 4.405e-03 -8.431e-01  7.962e-01 
 4.406e-03 -8.353e-01  7.961e-01 
 4.407e-03 -8.275e-01  7.961e-01 
 4.408e-03 -8.196e-01  7.960e-01 
 4.409e-03 -8.117e-01  7.959e-01 
 4.410e-03 -8.037e-01  7.958e-01 
 4.411e-03 -7.958e-01  7.957e-01 
 4.412e-03 -7.878e-01  7.957e-01 
 4.413e-03 -7.797e-01  7.956e-01 
 4.414e-03 -7.717e-01  7.955e-01 
 4.415e-03 -7.636e-01  7.954e-01 
 4.416e-03 -7.554e-01  7.953e-01 
 4.417e-03 -7.473e-01  7.953e-01 
 4.418e-03 -7.391e-01  7.952e-01 
 4.419e-03 -7.309e-01  7.951e-01 
 4.420e-03 -7.226e-01  7.950e-01 
 4.421e-03 -7.144e-01  7.949e-01 
 4.422e-03 -7.061e-01  7.949e-01 
 4.423e-03 -6.977e-01  7.948e-01 
 4.424e-03 -6.894e-01  7.947e-01 
 4.425e-03 -6.810e-01  7.946e-01 
 4.426e-03 -6.726e-01  7.945e-01 
 4.427e-03 -6.641e-01  7.945e-01 
 4.428e-03 -6.557e-01  7.944e-01 
 4.429e-03 -6.472e-01  7.943e-01 
 4.430e-03 -6.387e-01  7.942e-01 
 4.431e-03 -6.301e-01  7.941e-01 
 4.432e-03 -6.216e-01  7.941e-01 
 4.433e-03 -6.130e-01  7.940e-01 
 4.434e-03 -6.044e-01  7.939e-01 
 4.435e-03 -5.957e-01  7.938e-01 
 4.436e-03 -5.871e-01  7.938e-01 
 4.437e-03 -5.784e-01  7.937e-01 
 4.438e-03 -5.697e-01  7.936e-01 
 4.439e-03 -5.609e-01  7.935e-01 
 4.440e-03 -5.522e-01  7.934e-01 
 4.441e-03 -5.434e-01  7.934e-01 
 4.442e-03 -5.346e-01  7.933e-01 
 4.443e-03 -5.258e-01  7.932e-01 
 4.444e-03 -5.170e-01  7.931e-01 
 4.445e-03 -5.081e-01  7.930e-01 
 4.446e-03 -4.992e-01  7.930e-01 
 4.447e-03 -4.903e-01  7.929e-01 
 4.448e-03 -4.814e-01  7.928e-01 
 4.449e-03 -4.725e-01  7.927e-01 
 4.450e-03 -4.635e-01  7.926e-01 
 4.451e-03 -4.546e-01  7.926e-01 
 4.452e-03 -4.456e-01  7.925e-01 
 4.453e-03 -4.366e-01  7.924e-01 
 4.454e-03 -4.275e-01  7.923e-01 
 4.455e-03 -4.185e-01  7.922e-01 
 4.456e-03 -4.094e-01  7.922e-01 
 4.457e-03 -4.004e-01  7.921e-01 
 4.458e-03 -3.913e-01  7.920e-01 
 4.459e-03 -3.822e-01  7.919e-01 
 4.460e-03 -3.730e-01  7.918e-01 
 4.461e-03 -3.639e-01  7.918e-01 
 4.462e-03 -3.547e-01  7.917e-01 
 4.463e-03 -3.456e-01  7.916e-01 
 4.464e-03 -3.364e-01  7.915e-01 
 4.465e-03 -3.272e-01  7.915e-01 
 4.466e-03 -3.180e-01  7.914e-01 
 4.467e-03 -3.088e-01  7.913e-01 
 4.468e-03 -2.996e-01  7.912e-01 
 4.469e-03 -2.903e-01  7.911e-01 
 4.470e-03 -2.811e-01  7.911e-01 
 4.471e-03 -2.718e-01  7.910e-01 
 4.472e-03 -2.625e-01  7.909e-01 
 4.473e-03 -2.532e-01  7.908e-01 
 4.474e-03 -2.440e-01  7.907e-01 
 4.475e-03 -2.347e-01  7.907e-01 
 4.476e-03 -2.253e-01  7.906e-01 
 4.477e-03 -2.160e-01  7.905e-01 
 4.478e-03 -2.067e-01  7.904e-01 
 4.479e-03 -1.973e-01  7.903e-01 
 4.480e-03 -1.880e-01  7.903e-01 
 4.481e-03 -1.786e-01  7.902e-01 
 4.482e-03 -1.693e-01  7.901e-01 
 4.483e-03 -1.599e-01  7.900e-01 
 4.484e-03 -1.505e-01  7.900e-01 
 4.485e-03 -1.412e-01  7.899e-01 
 4.486e-03 -1.318e-01  7.898e-01 
 4.487e-03 -1.224e-01  7.897e-01 
 4.488e-03 -1.130e-01  7.896e-01 
 4.489e-03 -1.036e-01  7.896e-01 
 4.490e-03 -9.419e-02  7.895e-01 
 4.491e-03 -8.478e-02  7.894e-01 
 4.492e-03 -7.537e-02  7.893e-01 
 4.493e-03 -6.595e-02  7.892e-01 
 4.494e-03 -5.654e-02  7.892e-01 
 4.495e-03 -4.712e-02  7.891e-01 
 4.496e-03 -3.769e-02  7.890e-01 
 4.497e-03 -2.827e-02  7.889e-01 
 4.498e-03 -1.885e-02  7.888e-01 
 4.499e-03 -9.425e-03  7.888e-01 
 4.500e-03  5.503e-09  7.887e-01 
 4.501e-03  9.425e-03  7.886e-01 
 4.502e-03  1.885e-02  7.885e-01 
 4.503e-03  2.827e-02  7.885e-01 
 4.504e-03  3.769e-02  7.884e-01 
 4.505e-03  4.712e-02  7.883e-01 
 4.506e-03  5.654e-02  7.882e-01 
 4.507e-03  6.595e-02  7.881e-01 
 4.508e-03  7.537e-02  7.881e-01 
 4.509e-03  8.478e-02  7.880e-01 
 4.510e-03  9.419e-02  7.879e-01 
 4.511e-03  1.036e-01  7.878e-01 
 4.512e-03  1.130e-01  7.877e-01 
 4.513e-03  1.224e-01  7.877e-01 
 4.514e-03  1.318e-01  7.876e-01 
 4.515e-03  1.412e-01  7.875e-01 
 4.516e-03  1.505e-01  7.874e-01 
 4.517e-03  1.599e-01  7.873e-01 
 4.518e-03  1.693e-01  7.873e-01 
 4.519e-03  1.786e-01  7.872e-01 
 4.520e-03  1.880e-01  7.871e-01 
 4.521e-03  1.973e-01  7.870e-01 
 4.522e-03  2.067e-01  7.870e-01 
 4.523e-03  2.160e-01  7.869e-01 
 4.524e-03  2.253e-01  7.868e-01 
 4.525e-03  2.347e-01  7.867e-01 
 4.526e-03  2.440e-01  7.866e-01 
 4.527e-03  2.532e-01  7.866e-01 
 4.528e-03  2.625e-01  7.865e-01 
 4.529e-03  2.718e-01  7.864e-01 
 4.530e-03  2.811e-01  7.863e-01 
 4.531e-03  2.903e-01  7.862e-01 
 4.532e-03  2.996e-01  7.862e-01 
 4.533e-03  3.088e-01  7.861e-01 
 4.534e-03  3.180e-01  7.860e-01 
 4.535e-03  3.272e-01  7.859e-01 
 4.536e-03  3.364e-01  7.859e-01 
 4.537e-03  3.456e-01  7.858e-01 
 4.538e-03  3.547e-01  7.857e-01 
 4.539e-03  3.639e-01  7.856e-01 
 4.540e-03  3.730e-01  7.855e-01 
 4.541e-03  3.822e-01  7.855e-01 
 4.542e-03  3.913e-01  7.854e-01 
 4.543e-03  4.004e-01  7.853e-01 
 4.544e-03  4.094e-01  7.852e-01 
 4.545e-03  4.185e-01  7.851e-01 
 4.546e-03  4.275e-01  7.851e-01 
 4.547e-03  4.366e-01  7.850e-01 
 4.548e-03  4.456e-01  7.849e-01 
 4.549e-03  4.546e-01  7.848e-01 
 4.550e-03  4.635e-01  7.848e-01 
 4.551e-03  4.725e-01  7.847e-01 
 4.552e-03  4.814e-01  7.846e-01 
 4.553e-03  4.903e-01  7.845e-01 
 4.554e-03  4.992e-01  7.844e-01 
 4.555e-03  5.081e-01  7.844e-01 
 4.556e-03  5.170e-01  7.843e-01 
 4.557e-03  5.258e-01  7.842e-01 
 4.558e-03  5.346e-01  7.841e-01 
 4.559e-03  5.434e-01  7.840e-01 
 4.560e-03  5.522e-01  7.840e-01 
 4.561e-03  5.609e-01  7.839e-01 
 4.562e-03  5.697e-01  7.838e-01 
 4.563e-03  5.784e-01  7.837e-01 
 4.564e-03  5.871e-01  7.837e-01 
 4.565e-03  5.957e-01  7.836e-01 
 4.566e-03  6.044e-01  7.835e-01 
 4.567e-03  6.130e-01  7.834e-01 
 4.568e-03  6.216e-01  7.833e-01 
 4.569e-03  6.301e-01  7.833e-01 
 4.570e-03  6.387e-01  7.832e-01 
 4.571e-03  6.472e-01  7.831e-01 
 4.572e-03  6.557e-01  7.830e-01 
 4.573e-03  6.641e-01  7.830e-01 
 4.574e-03  6.726e-01  7.829e-01 
 4.575e-03  6.810e-01  7.828e-01 
 4.576e-03  6.894e-01  7.827e-01 
 4.577e-03  6.977e-01  7.826e-01 
 4.578e-03  7.061e-01  7.826e-01 
 4.579e-03  7.144e-01  7.825e-01 
 4.580e-03  7.226e-01  7.824e-01 
 4.581e-03  7.309e-01  7.823e-01 
 4.582e-03  7.391e-01  7.822e-01 
 4.583e-03  7.473e-01  7.822e-01 
 4.584e-03  7.554e-01  7.821e-01 
 4.585e-03  7.636e-01  7.820e-01 
 4.586e-03  7.717e-01  7.819e-01 
 4.587e-03  7.797e-01  7.819e-01 
 4.588e-03  7.878e-01  7.818e-01 
 4.589e-03  7.958e-01  7.817e-01 
 4.590e-03  8.037e-01  7.816e-01 
 4.591e-03  8.117e-01  7.815e-01 
 4.592e-03  8.196e-01  7.815e-01 
 4.593e-03  8.275e-01  7.814e-01 
 4.594e-03  8.353e-01  7.813e-01 
 4.595e-03  8.431e-01  7.812e-01 
 4.596e-03  8.509e-01  7.812e-01 
 4.597e-03  8.586e-01  7.811e-01 
 4.598e-03  8.664e-01  7.810e-01 
 4.599e-03  8.740e-01  7.809e-01 
 4.600e-03  8.817e-01  7.808e-01 
 4.601e-03  8.893e-01  7.808e-01 
 4.602e-03  8.969e-01  7.807e-01 
 4.603e-03  9.044e-01  7.806e-01 
 4.604e-03  9.119e-01  7.805e-01 
 4.605e-03  9.194e-01  7.804e-01 
 4.606e-03  9.268e-01  7.804e-01 
 4.607e-03  9.342e-01  7.803e-01 
 4.608e-03  9.415e-01  7.802e-01 
 4.609e-03  9.489e-01  7.801e-01 
 4.610e-03  9.561e-01  7.801e-01 
 4.611e-03  9.634e-01  7.800e-01 
 4.612e-03  9.706e-01  7.799e-01 
 4.613e-03  9.777e-01  7.798e-01 
 4.614e-03  9.849e-01  7.797e-01 
 4.615e-03  9.920e-01  7.797e-01 
 4.616e-03  9.990e-01  7.796e-01 
 4.617e-03  1.006e+00  7.795e-01 
 4.618e-03  1.013e+00  7.794e-01 
 4.619e-03  1.020e+00  7.794e-01 
 4.620e-03  1.027e+00  7.793e-01 
 4.621e-03  1.034e+00  7.792e-01 
 4.622e-03  1.040e+00  7.791e-01 
 4.623e-03  1.047e+00  7.790e-01 
 4.624e-03  1.054e+00  7.790e-01 
 4.625e-03  1.061e+00  7.789e-01 
 4.626e-03  1.067e+00  7.788e-01 
 4.627e-03  1.074e+00  7.787e-01 
 4.628e-03  1.080e+00  7.787e-01 
 4.629e-03  1.087e+00  7.786e-01 
 4.630e-03  1.093e+00  7.785e-01 
 4.631e-03  1.100e+00  7.784e-01 
 4.632e-03  1.106e+00  7.783e-01 
 4.633e-03  1.113e+00  7.783e-01 
 4.634e-03  1.119e+00  7.782e-01 
 4.635e-03  1.125e+00  7.781e-01 
 4.636e-03  1.131e+00  7.780e-01 
 4.637e-03  1.138e+00  7.780e-01 
 4.638e-03  1.144e+00  7.779e-01 
 4.639e-03  1.150e+00  7.778e-01 
 4.640e-03  1.156e+00  7.777e-01 
 4.641e-03  1.162e+00  7.776e-01 
 4.642e-03  1.168e+00  7.776e-01 
 4.643e-03  1.174e+00  7.775e-01 
 4.644e-03  1.179e+00  7.774e-01 
 4.645e-03  1.185e+00  7.773e-01 
 4.646e-03  1.191e+00  7.773e-01 
 4.647e-03  1.197e+00  7.772e-01 
 4.648e-03  1.202e+00  7.771e-01 
 4.649e-03  1.208e+00  7.770e-01 
 4.650e-03  1.214e+00  7.770e-01 
 4.651e-03  1.219e+00  7.769e-01 
 4.652e-03  1.225e+00  7.768e-01 
 4.653e-03  1.230e+00  7.767e-01 
 4.654e-03  1.235e+00  7.767e-01 
 4.655e-03  1.241e+00  7.766e-01 
 4.656e-03  1.246e+00  7.765e-01 
 4.657e-03  1.251e+00  7.764e-01 
 4.658e-03  1.256e+00  7.764e-01 
 4.659e-03  1.261e+00  7.763e-01 
 4.660e-03  1.266e+00  7.762e-01 
 4.661e-03  1.272e+00  7.762e-01 
 4.662e-03  1.276e+00  7.761e-01 
 4.663e-03  1.281e+00  7.761e-01 
 4.664e-03  1.286e+00  7.760e-01 
 4.665e-03  1.291e+00  7.760e-01 
 4.666e-03  1.296e+00  7.760e-01 
 4.667e-03  1.301e+00  7.759e-01 
 4.668e-03  1.305e+00  7.759e-01 
 4.669e-03  1.310e+00  7.759e-01 
 4.670e-03  1.314e+00  7.759e-01 
 4.671e-03  1.319e+00  7.759e-01 
 4.672e-03  1.323e+00  7.759e-01 
 4.673e-03  1.328e+00  7.760e-01 
 4.674e-03  1.332e+00  7.760e-01 
 4.675e-03  1.337e+00  7.761e-01 
 4.676e-03  1.341e+00  7.761e-01 
 4.677e-03  1.345e+00  7.762e-01 
 4.678e-03  1.349e+00  7.763e-01 
 4.679e-03  1.353e+00  7.765e-01 
 4.680e-03  1.357e+00  7.766e-01 
 4.681e-03  1.361e+00  7.768e-01 
 4.682e-03  1.365e+00  7.770e-01 
 4.683e-03  1.369e+00  7.772e-01 
 4.684e-03  1.373e+00  7.774e-01 
 4.685e-03  1.377e+00  7.776e-01 
 4.686e-03  1.380e+00  7.779e-01 
 4.687e-03  1.384e+00  7.781e-01 
 4.688e-03  1.388e+00  7.784e-01 
 4.689e-03  1.391e+00  7.788e-01 
 4.690e-03  1.395e+00  7.791e-01 
 4.691e-03  1.398e+00  7.794e-01 
 4.692e-03  1.401e+00  7.798e-01 
 4.693e-03  1.405e+00  7.802e-01 
 4.694e-03  1.408e+00  7.806e-01 
 4.695e-03  1.411e+00  7.811e-01 
 4.696e-03  1.414e+00  7.815e-01 
 4.697e-03  1.418e+00  7.820e-01 
 4.698e-03  1.421e+00  7.825e-01 
 4.699e-03  1.424e+00  7.830e-01 
 4.700e-03  1.427e+00  7.835e-01 
 4.701e-03  1.429e+00  7.840e-01 
 4.702e-03  1.432e+00  7.846e-01 
 4.703e-03  1.435e+00  7.851e-01 
 4.704e-03  1.438e+00  7.857e-01 
 4.705e-03  1.440e+00  7.863e-01 
 4.706e-03  1.443e+00  7.869e-01 
 4.707e-03  1.446e+00  7.875e-01 
 4.708e-03  1.448e+00  7.882e-01 
 4.709e-03  1.450e+00  7.888e-01 
 4.710e-03  1.453e+00  7.895e-01 
 4.711e-03  1.455e+00  7.902e-01 
 4.712e-03  1.457e+00  7.909e-01 
 4.713e-03  1.460e+00  7.916e-01 
 4.714e-03  1.462e+00  7.923e-01 
 4.715e-03  1.464e+00  7.930e-01 
 4.716e-03  1.466e+00  7.937e-01 
 4.717e-03  1.468e+00  7.945e-01 
 4.718e-03  1.470e+00  7.952e-01 
 4.719e-03  1.472e+00  7.960e-01 
 4.720e-03  1.473e+00  7.968e-01 
 4.721e-03  1.475e+00  7.976e-01 
 4.722e-03  1.477e+00  7.983e-01 
 4.723e-03  1.478e+00  7.991e-01 
 4.724e-03  1.480e+00  7.999e-01 
 4.725e-03  1.482e+00  8.007e-01 
 4.726e-03  1.483e+00  8.015e-01 
 4.727e-03  1.484e+00  8.023e-01 
 4.728e-03  1.486e+00  8.032e-01 
 4.729e-03  1.487e+00  8.040e-01 
 4.730e-03  1.488e+00  8.048e-01 
 4.731e-03  1.489e+00  8.056e-01 
 4.732e-03  1.490e+00  8.064e-01 
 4.733e-03  1.491e+00  8.073e-01 
 4.734e-03  1.492e+00  8.081e-01 
 4.735e-03  1.493e+00  8.089e-01 
 4.736e-03  1.494e+00  8.098e-01 
 4.737e-03  1.495e+00  8.106e-01 
 4.738e-03  1.496e+00  8.114e-01 
 4.739e-03  1.496e+00  8.123e-01 
 4.740e-03  1.497e+00  8.131e-01 
 4.741e-03  1.498e+00  8.139e-01 
 4.742e-03  1.498e+00  8.147e-01 
 4.743e-03  1.499e+00  8.156e-01 
 4.744e-03  1.499e+00  8.164e-01 
 4.745e-03  1.499e+00  8.172e-01 
 4.746e-03  1.500e+00  8.180e-01 
 4.747e-03  1.500e+00  8.188e-01 
 4.748e-03  1.500e+00  8.196e-01 
 4.749e-03  1.500e+00  8.204e-01 
 4.750e-03  1.500e+00  8.212e-01 
 4.751e-03  1.500e+00  8.220e-01 
 4.752e-03  1.500e+00  8.228e-01 
 4.753e-03  1.500e+00  8.235e-01 
 4.754e-03  1.500e+00  8.243e-01 
 4.755e-03  1.499e+00  8.250e-01 
 4.756e-03  1.499e+00  8.258e-01 
 4.757e-03  1.499e+00  8.265e-01 
 4.758e-03  1.498e+00  8.273e-01 
 4.759e-03  1.498e+00  8.280e-01 
 4.760e-03  1.497e+00  8.287e-01 
 4.761e-03  1.496e+00  8.294e-01 
 4.762e-03  1.496e+00  8.301e-01 
 4.763e-03  1.495e+00  8.308e-01 
 4.764e-03  1.494e+00  8.314e-01 
 4.765e-03  1.493e+00  8.321e-01 
 4.766e-03  1.492e+00  8.327e-01 
 4.767e-03  1.491e+00  8.334e-01 
 4.768e-03  1.490e+00  8.340e-01 
 4.769e-03  1.489e+00  8.346e-01 
 4.770e-03  1.488e+00  8.352e-01 
 4.771e-03  1.487e+00  8.358e-01 
 4.772e-03  1.486e+00  8.364e-01 
 4.773e-03  1.484e+00  8.369e-01 
 4.774e-03  1.483e+00  8.375e-01 
 4.775e-03  1.482e+00  8.380e-01 
 4.776e-03  1.480e+00  8.385e-01 
 4.777e-03  1.478e+00  8.390e-01 
 4.778e-03  1.477e+00  8.395e-01 
 4.779e-03  1.475e+00  8.400e-01 
 4.780e-03  1.473e+00  8.404e-01 
 4.781e-03  1.472e+00  8.409e-01 
 4.782e-03  1.470e+00  8.413e-01 
 4.783e-03  1.468e+00  8.417e-01 
 4.784e-03  1.466e+00  8.421e-01 
 4.785e-03  1.464e+00  8.425e-01 
 4.786e-03  1.462e+00  8.429e-01 
 4.787e-03  1.460e+00  8.432e-01 
 4.788e-03  1.457e+00  8.436e-01 
 4.789e-03  1.455e+00  8.439e-01 
 4.790e-03  1.453e+00  8.442e-01 
 4.791e-03  1.450e+00  8.445e-01 
 4.792e-03  1.448e+00  8.447e-01 
 4.793e-03  1.446e+00  8.450e-01 
 4.794e-03  1.443e+00  8.452e-01 
 4.795e-03  1.440e+00  8.455e-01 
 4.796e-03  1.438e+00  8.457e-01 
 4.797e-03  1.435e+00  8.459e-01 
 4.798e-03  1.432e+00  8.461e-01 
 4.799e-03  1.429e+00  8.462e-01 
 4.800e-03  1.427e+00  8.464e-01 
 4.801e-03  1.424e+00  8.465e-01 
 4.802e-03  1.421e+00  8.466e-01 
 4.803e-03  1.418e+00  8.467e-01 
 4.804e-03  1.414e+00  8.468e-01 
 4.805e-03  1.411e+00  8.469e-01 
 4.806e-03  1.408e+00  8.470e-01 
 4.807e-03  1.405e+00  8.471e-01 
 4.808e-03  1.401e+00  8.471e-01 
 4.809e-03  1.398e+00  8.471e-01 
 4.810e-03  1.395e+00  8.472e-01 
 4.811e-03  1.391e+00  8.472e-01 
 4.812e-03  1.388e+00  8.472e-01 
 4.813e-03  1.384e+00  8.472e-01 
 4.814e-03  1.380e+00  8.472e-01 
 4.815e-03  1.377e+00  8.471e-01 
 4.816e-03  1.373e+00  8.471e-01 
 4.817e-03  1.369e+00  8.471e-01 
 4.818e-03  1.365e+00  8.470e-01 
 4.819e-03  1.361e+00  8.470e-01 
 4.820e-03  1.357e+00  8.469e-01 
 4.821e-03  1.353e+00  8.469e-01 
 4.822e-03  1.349e+00  8.468e-01 
 4.823e-03  1.345e+00  8.468e-01 
 4.824e-03  1.341e+00  8.467e-01 
 4.825e-03  1.337e+00  8.466e-01 
 4.826e-03  1.332e+00  8.466e-01 
 4.827e-03  1.328e+00  8.465e-01 
 4.828e-03  1.323e+00  8.464e-01 
 4.829e-03  1.319e+00  8.464e-01 
 4.830e-03  1.314e+00  8.463e-01 
 4.831e-03  1.310e+00  8.462e-01 
 4.832e-03  1.305e+00  8.461e-01 
 4.833e-03  1.301e+00  8.460e-01 
 4.834e-03  1.296e+00  8.460e-01 
 4.835e-03  1.291e+00  8.459e-01 
 4.836e-03  1.286e+00  8.458e-01 
 4.837e-03  1.281e+00  8.457e-01 
 4.838e-03  1.276e+00  8.456e-01 
 4.839e-03  1.272e+00  8.455e-01 
 4.840e-03  1.266e+00  8.455e-01 
 4.841e-03  1.261e+00  8.454e-01 
 4.842e-03  1.256e+00  8.453e-01 
 4.843e-03  1.251e+00  8.452e-01 
 4.844e-03  1.246e+00  8.451e-01 
 4.845e-03  1.241e+00  8.450e-01 
 4.846e-03  1.235e+00  8.450e-01 
 4.847e-03  1.230e+00  8.449e-01 
 4.848e-03  1.225e+00  8.448e-01 
 4.849e-03  1.219e+00  8.447e-01 
 4.850e-03  1.214e+00  8.446e-01 
 4.851e-03  1.208e+00  8.445e-01 
 4.852e-03  1.202e+00  8.445e-01 
 4.853e-03  1.197e+00  8.444e-01 
 4.854e-03  1.191e+00  8.443e-01 
 4.855e-03  1.185e+00  8.442e-01 
 4.856e-03  1.179e+00  8.441e-01 
 4.857e-03  1.174e+00  8.440e-01 
 4.858e-03  1.168e+00  8.439e-01 
 4.859e-03  1.162e+00  8.439e-01 
 4.860e-03  1.156e+00  8.438e-01 
 4.861e-03  1.150e+00  8.437e-01 
 4.862e-03  1.144e+00  8.436e-01 
 4.863e-03  1.138e+00  8.435e-01 
 4.864e-03  1.131e+00  8.434e-01 
 4.865e-03  1.125e+00  8.434e-01 
 4.866e-03  1.119e+00  8.433e-01 
 4.867e-03  1.113e+00  8.432e-01 
 4.868e-03  1.106e+00  8.431e-01 
 4.869e-03  1.100e+00  8.430e-01 
 4.870e-03  1.093e+00  8.429e-01 
 4.871e-03  1.087e+00  8.429e-01 
 4.872e-03  1.080e+00  8.428e-01 
 4.873e-03  1.074e+00  8.427e-01 
 4.874e-03  1.067e+00  8.426e-01 
 4.875e-03  1.061e+00  8.425e-01 
 4.876e-03  1.054e+00  8.424e-01 
 4.877e-03  1.047e+00  8.423e-01 
 4.878e-03  1.040e+00  8.423e-01 
 4.879e-03  1.034e+00  8.422e-01 
 4.880e-03  1.027e+00  8.421e-01 
 4.881e-03  1.020e+00  8.420e-01 
 4.882e-03  1.013e+00  8.419e-01 
 4.883e-03  1.006e+00  8.418e-01 
 4.884e-03  9.990e-01  8.418e-01 
 4.885e-03  9.920e-01  8.417e-01 
 4.886e-03  9.849e-01  8.416e-01 
 4.887e-03  9.777e-01  8.415e-01 
 4.888e-03  9.706e-01  8.414e-01 
 4.889e-03  9.634e-01  8.413e-01 
 4.890e-03  9.561e-01  8.413e-01 
 4.891e-03  9.489e-01  8.412e-01 
 4.892e-03  9.415e-01  8.411e-01 
 4.893e-03  9.342e-01  8.410e-01 
 4.894e-03  9.268e-01  8.409e-01 
 4.895e-03  9.194e-01  8.408e-01 
 4.896e-03  9.119e-01  8.407e-01 
 4.897e-03  9.044e-01  8.407e-01 
 4.898e-03  8.969e-01  8.406e-01 
 4.899e-03  8.893e-01  8.405e-01 
 4.900e-03  8.817e-01  8.404e-01 
 4.901e-03  8.740e-01  8.403e-01 
 4.902e-03  8.664e-01  8.402e-01 
 4.903e-03  8.586e-01  8.402e-01 
 4.904e-03  8.509e-01  8.401e-01 
 4.905e-03  8.431e-01  8.400e-01 
 4.906e-03  8.353e-01  8.399e-01 
 4.907e-03  8.275e-01  8.398e-01 
 4.908e-03  8.196e-01  8.397e-01 
 4.909e-03  8.117e-01  8.397e-01 
 4.910e-03  8.037e-01  8.396e-01 
 4.911e-03  7.958e-01  8.395e-01 
 4.912e-03  7.878e-01  8.394e-01 
 4.913e-03  7.797e-01  8.393e-01 
 4.914e-03  7.717e-01  8.392e-01 
 4.915e-03  7.636e-01  8.392e-01 
 4.916e-03  7.554e-01  8.391e-01 
 4.917e-03  7.473e-01  8.390e-01 
 4.918e-03  7.391e-01  8.389e-01 
 4.919e-03  7.309e-01  8.388e-01 
 4.920e-03  7.226e-01  8.387e-01 
 4.921e-03  7.144e-01  8.386e-01 
 4.922e-03  7.061e-01  8.386e-01 
 4.923e-03  6.977e-01  8.385e-01 
 4.924e-03  6.894e-01  8.384e-01 
 4.925e-03  6.810e-01  8.383e-01 
 4.926e-03  6.726e-01  8.382e-01 
 4.927e-03  6.641e-01  8.381e-01 
 4.928e-03  6.557e-01  8.381e-01 
 4.929e-03  6.472e-01  8.380e-01 
 4.930e-03  6.387e-01  8.379e-01 
 4.931e-03  6.301e-01  8.378e-01 
 4.932e-03  6.216e-01  8.377e-01 
 4.933e-03  6.130e-01  8.376e-01 
 4.934e-03  6.044e-01  8.376e-01 
 4.935e-03  5.957e-01  8.375e-01 
 4.936e-03  5.871e-01  8.374e-01 
 4.937e-03  5.784e-01  8.373e-01 
 4.938e-03  5.697e-01  8.372e-01 
 4.939e-03  5.609e-01  8.371e-01 
 4.940e-03  5.522e-01  8.371e-01 
 4.941e-03  5.434e-01  8.370e-01 
 4.942e-03  5.346e-01  8.369e-01 
 4.943e-03  5.258e-01  8.368e-01 
 4.944e-03  5.170e-01  8.367e-01 
 4.945e-03  5.081e-01  8.366e-01 
 4.946e-03  4.992e-01  8.366e-01 
 4.947e-03  4.903e-01  8.365e-01 
 4.948e-03  4.814e-01  8.364e-01 
 4.949e-03  4.725e-01  8.363e-01 
 4.950e-03  4.635e-01  8.362e-01 
 4.951e-03  4.546e-01  8.361e-01 
 4.952e-03  4.456e-01  8.361e-01 
 4.953e-03  4.366e-01  8.360e-01 
 4.954e-03  4.275e-01  8.359e-01 
 4.955e-03  4.185e-01  8.358e-01 
 4.956e-03  4.094e-01  8.357e-01 
 4.957e-03  4.004e-01  8.356e-01 
 4.958e-03  3.913e-01  8.355e-01 
 4.959e-03  3.822e-01  8.355e-01 
 4.960e-03  3.730e-01  8.354e-01 
 4.961e-03  3.639e-01  8.353e-01 
 4.962e-03  3.547e-01  8.352e-01 
 4.963e-03  3.456e-01  8.351e-01 
 4.964e-03  3.364e-01  8.350e-01 
 4.965e-03  3.272e-01  8.350e-01 
 4.966e-03  3.180e-01  8.349e-01 
 4.967e-03  3.088e-01  8.348e-01 
 4.968e-03  2.996e-01  8.347e-01 
 4.969e-03  2.903e-01  8.346e-01 
 4.970e-03  2.811e-01  8.345e-01 
